stopid,displaystopid,shortname,fullname,latitude,longitude,lastupdated,OperatorName,route1,route2,route3,route4,route5,route6,route7,route8,route9,route10,route11,route12,route13,route14,route15,route16,route17,route18,route19,route20,route21,route22,route23,route24,route25,route26,route27,route28,route29,route30,route31,route32,route33,route34,route35
201,201,Botanic Rd,Botanic Rd,53.36828,-6.270108056,29/05/2017 09:46,bac,4,9,83,83A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,202,Botanic Rd,Botanic Rd,53.37007389,-6.268898056,29/05/2017 09:46,bac,83A,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,203,Swords Road,Swords Road,53.37639611,-6.24993,29/05/2017 09:46,bac,33,41,41B,44,41C,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,204,Swords Road,Swords Road,53.37958694,-6.246638889,29/05/2017 09:46,bac,1,16,41C,44,41B,41,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,205,Swords Road,Swords Road,53.38141111,-6.245341111,29/05/2017 09:46,bac,33,41,41B,44,41C,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,206,Collins Ave,Collins Ave,53.38352694,-6.247463889,29/05/2017 09:46,bac,31D,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,207,Larkhill Rd,Larkhill Rd,53.38481694,-6.249858889,29/05/2017 09:46,bac,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,208,Glendun Rd,Glendun Rd,53.386625,-6.24792,29/05/2017 09:46,bac,44,16C,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,209,Larkhill Rd,Larkhill Rd,53.38733,-6.245866111,29/05/2017 09:46,bac,16,16C,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,210,Larkhill Rd,Larkhill Rd,53.38752694,-6.248318056,29/05/2017 09:46,bac,44,16C,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,211,Collins Ave,Collins Ave,53.384265,-6.24916,29/05/2017 09:46,bac,16,16C,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,212,Collins Ave,Collins Ave,53.38317889,-6.246266111,29/05/2017 09:46,bac,44,16C,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,213,Swords Road,Swords Road,53.38140194,-6.244888056,29/05/2017 09:46,bac,16,16C,33,1,44,41C,41B,41A,41,,,,,,,,,,,,,,,,,,,,,,,,,,
214,214,Swords Road,Swords Road,53.37930889,-6.246648889,29/05/2017 09:46,bac,41,41A,41B,41C,44,1,33,16C,16,,,,,,,,,,,,,,,,,,,,,,,,,,
215,215,Collins Ave,Collins Ave,53.38186694,-6.242433056,29/05/2017 09:46,bac,16,16C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,216,Beaumont Road,Beaumont Road,53.38232889,-6.238176111,29/05/2017 09:46,bac,16C,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,217,Beaumont Road,Beaumont Road,53.38432389,-6.23678,29/05/2017 09:46,bac,14,16,16C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,218,Shantalla Road,Shantalla Road,53.38556611,-6.2336,29/05/2017 09:46,bac,16C,16,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,219,Shantalla Road,Shantalla Road,53.38785806,-6.238386111,29/05/2017 09:46,bac,104,16,16C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,220,Swords Road,Swords Road,53.387935,-6.244966944,29/05/2017 09:46,bac,16,33,104,1,41C,41B,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,221,Shanowen Rd,Shanowen Rd,53.38972194,-6.246866111,29/05/2017 09:46,bac,1,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,222,Shanliss Rd,Shanliss Rd,53.38993889,-6.24928,29/05/2017 09:46,bac,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,223,Shanliss Rd,Shanliss Rd,53.39108806,-6.251771944,29/05/2017 09:46,bac,1,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,224,Shanard Road,Shanard Road,53.39081,-6.25422,29/05/2017 09:46,bac,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,225,Shanard Road,Shanard Road,53.39066806,-6.257413889,29/05/2017 09:46,bac,1,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,226,Shanard Road,Shanard Road,53.39113611,-6.262191944,29/05/2017 09:46,bac,104,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,227,Shanliss Rd,Shanliss Rd,53.39114306,-6.251321944,29/05/2017 09:46,bac,16,1,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,228,Shanliss Rd,Shanliss Rd,53.39185,-6.259796944,29/05/2017 09:46,bac,104,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,229,Shanliss Rd,Shanliss Rd,53.3914,-6.256516111,29/05/2017 09:46,bac,16,1,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,230,Shanliss Rd,Shanliss Rd,53.38988611,-6.249051111,29/05/2017 09:46,bac,104,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,231,Swords Road,Swords Road,53.38923611,-6.245926944,29/05/2017 09:46,bac,16,16C,33,1,104,41,41A,41B,41C,,,,,,,,,,,,,,,,,,,,,,,,,,
232,232,Shantalla Road,Shantalla Road,53.38801806,-6.236916944,29/05/2017 09:46,bac,104,16C,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,233,Shantalla Road,Shantalla Road,53.38581889,-6.233525,29/05/2017 09:46,bac,16,16C,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,234,Beaumont Road,Beaumont Road,53.38494611,-6.234803889,29/05/2017 09:46,bac,14,14C,16C,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,235,Beaumont Road,Beaumont Road,53.38329306,-6.237236944,29/05/2017 09:46,bac,16,16C,14C,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,236,Beaumont Road,Beaumont Road,53.38202806,-6.238146944,29/05/2017 09:46,bac,14,14C,16C,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,237,Collins Ave,Collins Ave,53.38203111,-6.24351,29/05/2017 09:46,bac,16,16C,31D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,242,Beaumont Road,Beaumont Road,53.38565,-6.231991944,29/05/2017 09:46,bac,14,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,243,Beaumont Road,Beaumont Road,53.38577889,-6.229525,29/05/2017 09:46,bac,104,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,244,Skelly's Lane,Skelly's Lane,53.38499306,-6.223483056,29/05/2017 09:46,bac,14,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,245,Skelly's Lane,Skelly's Lane,53.38446806,-6.219551111,29/05/2017 09:46,bac,104,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,246,Kilmore Rd,Kilmore Rd,53.38515111,-6.216213056,29/05/2017 09:46,bac,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,247,Ardlea Road,Ardlea Road,53.38697,-6.214488889,29/05/2017 09:46,bac,27B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,248,Maryfield Drive,Maryfield Drive,53.38558806,-6.214478056,29/05/2017 09:46,bac,14,14C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,249,Kilmore Rd,Kilmore Rd,53.38493111,-6.216143889,29/05/2017 09:46,bac,14C,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,250,Skelly's Lane,Skelly's Lane,53.38441889,-6.220233056,29/05/2017 09:46,bac,14,104,14C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,251,Skelly's Lane,Skelly's Lane,53.384855,-6.223238056,29/05/2017 09:46,bac,14C,104,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,252,Skelly's Lane,Skelly's Lane,53.38556889,-6.22795,29/05/2017 09:46,bac,14,14C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,253,Beaumont Hospital,Beaumont Hospital,53.38994194,-6.224378889,29/05/2017 09:46,bac,104,27B,17A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,254,Beaumont Hospital,Beaumont Hospital,53.39026389,-6.224098056,29/05/2017 09:46,bac,27B,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,255,Beaumont Road,Beaumont Road,53.38558806,-6.231518056,29/05/2017 09:46,bac,14,104,14C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,261,Parnell Square,Parnell Square,53.35405,-6.262833889,29/05/2017 09:46,bac,11,116,13,40,747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,262,Parnell Square,Parnell Square,53.35394694,-6.262723056,29/05/2017 09:46,bac,16C,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,263,Parnell Square,Parnell Square,53.35374111,-6.262483056,29/05/2017 09:46,bac,120,122,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,264,Parnell Square,Parnell Square,53.35352806,-6.26223,29/05/2017 09:46,bac,140,46A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,265,Parnell Square,Parnell Square,53.35335806,-6.26203,29/05/2017 09:46,bac,44,38,38D,38A,38B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,270,O'Connell St,O'Connell St,53.350615,-6.260435,29/05/2017 09:46,bac,13,16,16C,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,271,O'Connell St,O'Connell St,53.34858389,-6.259538889,29/05/2017 09:46,bac,122,1,11,747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,272,O'Connell St,O'Connell St,53.35146,-6.260801111,29/05/2017 09:46,bac,123,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,273,O'Connell St,O'Connell St,53.34724194,-6.258791111,29/05/2017 09:46,bac,4,7,120,7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,274,O'Connell St,O'Connell St,53.350345,-6.260671944,29/05/2017 09:46,bac,123,140,38D,38B,38A,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,276,River Road,River Road,53.3774,-6.331791111,29/05/2017 09:46,bac,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,277,O'Connell St,O'Connell St,53.35081,-6.26052,29/05/2017 09:46,bac,33,41C,41B,41A,41,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,278,O'Connell St,O'Connell St,53.35162806,-6.261236944,29/05/2017 09:46,bac,44,46A,46E,16C,16,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,279,O'Connell St,O'Connell St,53.35012694,-6.260581944,29/05/2017 09:46,bac,120,122,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,281,O'Connell St,O'Connell St,53.35134889,-6.261111111,29/05/2017 09:46,bac,4,7,13,116,9,7A,7B,7D,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,284,Rathbourne Avenue,Rathbourne Avenue,53.37728389,-6.328361111,29/05/2017 09:46,bac,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,286,Cathal Brugha St,Cathal Brugha St,53.35199806,-6.260531111,29/05/2017 09:46,bac,747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,288,Abbey St,Abbey St,53.34912889,-6.255625,29/05/2017 09:46,bac,41,41A,41B,41C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,289,Abbey St,Abbey St,53.34899,-6.256273056,29/05/2017 09:46,bac,31B,32,31,31A,29A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,291,Abbey St,Abbey St,53.34894389,-6.256588889,29/05/2017 09:46,bac,29A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,292,Abbey St,Abbey St,53.34918806,-6.255253889,29/05/2017 09:46,bac,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,293,Abbey St,Abbey St,53.34885806,-6.257078056,29/05/2017 09:46,bac,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,297,Eden Quay,Eden Quay,53.34811611,-6.256768889,29/05/2017 09:46,bac,14,14C,32X,151,41X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,298,Eden Quay,Eden Quay,53.34817694,-6.256371111,29/05/2017 09:46,bac,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,299,Eden Quay,Eden Quay,53.348225,-6.256013889,29/05/2017 09:46,bac,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,300,Eden Quay,Eden Quay,53.34826889,-6.255763056,29/05/2017 09:46,bac,27B,27A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,301,Eden Quay,Eden Quay,53.34807611,-6.256576944,29/05/2017 09:46,bac,151,142,14C,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,302,Eden Quay,Eden Quay,53.34810889,-6.256278889,29/05/2017 09:46,bac,151,27X,27,33X,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,303,Eden Quay,Eden Quay,53.34811806,-6.25599,29/05/2017 09:46,bac,61,27B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,307,O'Donovan Rd,O'Donovan Rd,53.33458111,-6.280071944,29/05/2017 09:46,bac,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,308,Oscar Square,Oscar Square,53.33676889,-6.279518056,29/05/2017 09:46,bac,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,309,Ardee St,Ardee St,53.33784694,-6.278901944,29/05/2017 09:46,bac,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,312,Wellington Quay,Wellington Quay,53.34547,-6.266191944,29/05/2017 09:46,bac,26,25,25A,25B,25D,25X,66,66A,66B,66X,67,67X,,,,,,,,,,,,,,,,,,,,,,,
313,313,Bachelors Walk,Bachelors Walk,53.347385,-6.260161111,29/05/2017 09:46,bac,70,37,39A,39,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,315,Bachelors Walk,Bachelors Walk,53.34699389,-6.261816111,29/05/2017 09:46,bac,145,25X,25D,25B,25A,25,151,26,39,39A,37,70,67X,67,66X,66B,66A,66,51X,51D,83,83A,,,,,,,,,,,,,
317,317,Westmoreland Street,Westmoreland Street,53.34624194,-6.259073889,29/05/2017 09:46,bac,84X,66,66A,66B,67,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,318,Westmoreland Street,Westmoreland Street,53.34630111,-6.259078889,29/05/2017 09:46,bac,25X,67X,66X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,319,Westmoreland Street,Westmoreland Street,53.34596694,-6.259276944,29/05/2017 09:46,bac,44,40,140,13,1,83A,83,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,320,Westmoreland Street,Westmoreland Street,53.34564694,-6.259275,29/05/2017 09:46,bac,7D,7B,11,116,16,16C,46E,46A,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,322,Ballymun Road,Ballymun Road,53.40425111,-6.265346111,29/05/2017 09:46,bac,4,42D,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,323,Ballymun Road,Ballymun Road,53.41292,-6.265436944,29/05/2017 09:46,bac,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,324,Harristown,Harristown,53.41772111,-6.278626111,29/05/2017 09:46,bac,4,13,27B,83,83A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,325,Aston Quay,Aston Quay,53.34673194,-6.259905,29/05/2017 09:46,bac,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,326,Aston Quay,Aston Quay,53.34657611,-6.260463889,29/05/2017 09:46,bac,79,79A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,327,Ballymun Road,Ballymun Road,53.41319306,-6.265336111,29/05/2017 09:46,bac,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,328,Aston Quay,Aston Quay,53.34642306,-6.261061111,29/05/2017 09:46,bac,39A,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,329,Aston Quay,Aston Quay,53.34631389,-6.261683056,29/05/2017 09:46,bac,37,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,332,Harristown,Harristown,53.41735306,-6.27853,29/05/2017 09:46,bac,4,13,27B,83,83A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,333,D'Olier Street,D'Olier Street,53.34666694,-6.258325,29/05/2017 09:46,bac,32X,41X,33X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,334,D'Olier Street,D'Olier Street,53.346555,-6.258156111,29/05/2017 09:46,bac,46A,118,145,140,7D,7B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,335,D'Olier Street,D'Olier Street,53.34636389,-6.257886111,29/05/2017 09:46,bac,123,13,39,39A,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,336,D'Olier Street,D'Olier Street,53.34624694,-6.257703056,29/05/2017 09:46,bac,44,51D,66X,51X,61,67X,14,14C,142,16,25X,83,83A,9,,,,,,,,,,,,,,,,,,,,,
337,337,Fleet Street,Fleet Street,53.34593889,-6.257805,29/05/2017 09:46,bac,150,68A,69X,68,69,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,339,Burgh Quay,Burgh Quay,53.34731306,-6.256928056,29/05/2017 09:46,bac,69,68,69X,68A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,340,Townsend St,Townsend St,53.34597,-6.25614,29/05/2017 09:46,bac,61,56A,47,44,15A,15B,1,77A,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,342,Pearse Street,Pearse Street,53.34556,-6.256793889,29/05/2017 09:46,bac,84X,49,54A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,345,Pearse Street,Pearse Street,53.345485,-6.256266111,29/05/2017 09:46,bac,46E,46A,66X,67X,41X,11,118,116,145,25X,32X,7D,7B,,,,,,,,,,,,,,,,,,,,,,
346,346,Pearse Street,Pearse Street,53.34553806,-6.256576111,29/05/2017 09:46,bac,26,67,66B,66,66A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,347,College Street,College Street,53.34548111,-6.257688889,29/05/2017 09:46,bac,66A,66,66B,67,26,25D,25,25A,25B,,,,,,,,,,,,,,,,,,,,,,,,,,
349,349,College Street,College Street,53.344585,-6.259345,29/05/2017 09:46,bac,70,39A,39,38D,38A,38B,37,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,350,Townsend Street,Townsend Street,53.34564694,-6.24977,29/05/2017 09:46,bac,44,56A,61,47,1,77A,77X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,351,Pearse Street,Pearse Street,53.34339389,-6.245313056,29/05/2017 09:46,bac,77A,1,47,56A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,352,Pearse Street,Pearse Street,53.34297389,-6.242426111,29/05/2017 09:46,bac,56A,47,1,77A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,353,Pearse Street,Pearse Street,53.342615,-6.239613889,29/05/2017 09:46,bac,77A,1,15B,15A,47,56A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,354,Ringsend Road,Ringsend Road,53.34222,-6.236453056,29/05/2017 09:46,bac,56A,47,15A,15B,1,77A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,355,Ringsend Road,Ringsend Road,53.341795,-6.233038889,29/05/2017 09:46,bac,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,356,Bridge Street,Bridge Street,53.34190306,-6.226721944,29/05/2017 09:46,bac,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,357,Irishtown Rd,Irishtown Rd,53.33916694,-6.223103056,29/05/2017 09:46,bac,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,371,Irishtown Rd,Irishtown Rd,53.33859389,-6.223075,29/05/2017 09:46,bac,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,372,Sandymount Rd,Sandymount Rd,53.33548306,-6.219673889,29/05/2017 09:46,bac,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,373,Sandymount Rd,Sandymount Rd,53.33425694,-6.217906944,29/05/2017 09:46,bac,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,374,Sandymount Rd,Sandymount Rd,53.33317806,-6.216363056,29/05/2017 09:46,bac,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,375,Seafort Ave,Seafort Ave,53.33400111,-6.214388056,29/05/2017 09:46,bac,47,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,376,Strand Road,Strand Road,53.33071306,-6.209266111,29/05/2017 09:46,bac,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,377,Strand Road,Strand Road,53.32874306,-6.208823889,29/05/2017 09:46,bac,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,378,Strand Road,Strand Road,53.32564389,-6.207305,29/05/2017 09:46,bac,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,380,St. John's Road,St. John's Road,53.324685,-6.209213056,29/05/2017 09:46,bac,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,381,Park Avenue,Park Avenue,53.324195,-6.212296944,29/05/2017 09:46,bac,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,382,St. John's Road,St. John's Road,53.32509306,-6.20763,29/05/2017 09:46,bac,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,383,Strand Road,Strand Road,53.32860389,-6.20894,29/05/2017 09:46,bac,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,384,Strand Road,Strand Road,53.33160889,-6.210171944,29/05/2017 09:46,bac,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,385,Newgrove Ave,Newgrove Ave,53.332355,-6.211223056,29/05/2017 09:46,bac,1,18,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,387,Sandymount Rd,Sandymount Rd,53.33254306,-6.215773056,29/05/2017 09:46,bac,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,388,Sandymount Rd,Sandymount Rd,53.33452194,-6.218476111,29/05/2017 09:46,bac,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,389,Sandymount Rd,Sandymount Rd,53.33529694,-6.219583889,29/05/2017 09:46,bac,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,390,Tritonville Road,Tritonville Road,53.33757111,-6.222285,29/05/2017 09:46,bac,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,391,Irishtown Rd,Irishtown Rd,53.34008194,-6.223948056,29/05/2017 09:46,bac,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,392,Bridge Street,Bridge Street,53.34174611,-6.227426944,29/05/2017 09:46,bac,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,393,Tritonville Road,Tritonville Road,53.33687389,-6.222331111,29/05/2017 09:46,bac,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,395,Ringsend Road,Ringsend Road,53.34195694,-6.235421944,29/05/2017 09:46,bac,1,15B,15A,27,47,56A,77A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,396,Pearse Street,Pearse Street,53.34246611,-6.239713056,29/05/2017 09:46,bac,77A,47,56A,27,15A,15B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,397,Pearse Street,Pearse Street,53.34278111,-6.242066944,29/05/2017 09:46,bac,1,15B,15A,27,56A,47,77A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,398,Pearse Street,Pearse Street,53.34329806,-6.245531944,29/05/2017 09:46,bac,77A,47,56A,27,15A,15B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,399,Pearse Street,Pearse Street,53.34385194,-6.248258056,29/05/2017 09:46,bac,1,15B,15A,27,56A,47,77A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,400,Pearse Street,Pearse Street,53.34482694,-6.25323,29/05/2017 09:46,bac,77A,7A,47,56A,61,66,66B,66A,7,67,44,4,27,26,25B,25A,25,25D,15A,15B,1,120,,,,,,,,,,,,,
403,403,Nassau Street,Nassau Street,53.34271194,-6.256688889,29/05/2017 09:46,bac,33X,32X,41X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,404,Nassau Street,Nassau Street,53.34264806,-6.256403056,29/05/2017 09:46,bac,38,37,39A,38D,39,38B,38A,70,51X,51D,11,,,,,,,,,,,,,,,,,,,,,,,,
405,405,Nassau Street,Nassau Street,53.34247694,-6.255596111,29/05/2017 09:46,bac,120,27X,7,4,7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,406,Nassau Street,Nassau Street,53.34258111,-6.256093056,29/05/2017 09:46,bac,7B,7D,67,67X,66B,66X,66A,66,46A,26,25X,25D,25,25A,25B,145,,,,,,,,,,,,,,,,,,,
407,407,Custom House Quay,Custom House Quay,53.34833306,-6.253853056,29/05/2017 09:46,bac,15B,15A,151,142,33X,41X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,408,Merrion Sq,Merrion Sq,53.34096694,-6.250013889,29/05/2017 09:46,bac,4,7,120,27X,7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,409,Merrion Sq,Merrion Sq,53.34013611,-6.247656111,29/05/2017 09:46,bac,7A,27X,120,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,410,Mount St,Mount St,53.338815,-6.243878056,29/05/2017 09:46,bac,4,7,120,7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,411,Mount St,Mount St,53.33811306,-6.241758889,29/05/2017 09:46,bac,7A,120,27X,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,412,Northumberland Rd,Northumberland Rd,53.33525306,-6.237256944,29/05/2017 09:46,bac,4,7,120,7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,413,Northumberland Rd,Northumberland Rd,53.33409111,-6.236441944,29/05/2017 09:46,bac,7A,120,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,414,Pembroke Road,Pembroke Road,53.33152306,-6.23442,29/05/2017 09:46,bac,4,7,120,27X,18,7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,415,Pembroke Road,Pembroke Road,53.33033889,-6.232933056,29/05/2017 09:46,bac,7A,18,120,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,416,Ballsbridge,Ballsbridge,53.32863111,-6.229358056,29/05/2017 09:46,bac,4,7,18,27X,7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
